@relation test
@attribute 'Class' {'ham','spam'}
@attribute Mensaje string
@data
irrelevant,'\"twitter\"\"Thu Oct 20 03:14:27 +0000 2011\"\"Cuando no tengo nada que  hacer #twitter cuando estoy haciendo tareas #twitter cuando estoy en #twitter no hago NADA\"'
neutral,'\"twitter\"\"Thu Oct 20 03:39:42 +0000 2011\"\"#twitter off\'\"'
irrelevant,'\"google\"\"Wed Oct 19 02:40:12 +0000 2011\"\"RT @twandroid: Le baromètre est inclus dans le Galaxy Nexus #google #nexusprime\"'
neutral,'\"google\"\"Wed Oct 19 05:15:49 +0000 2011\"\"RT @whymicrosoft: Google’s Ad revenue for Q3 was 96\% of total revenue. So are #Google customers the commodity being sold to advertisers???\"'
neutral,'\"twitter\"\"Thu Oct 20 03:25:46 +0000 2011\"\"@Presidential_FU  do me wrong #twitter\"'
irrelevant,'\"apple\"\"Mon Oct 17 16:37:46 +0000 2011\"\"@Bonita1108 es pura envidia xq @Apple no te ha regalado nada con o sin fallas #VivaBlackBerry\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:26:27 +0000 2011\"\"We\'re hiring! Immediate openings! #socialmedia #facebook #twitter #hiring #job #owner #marketing #networking http://t.co/3LNiJC9U\"'
neutral,'\"google\"\"Wed Oct 19 03:16:14 +0000 2011\"\"RT @mcala: #windowsphone Metro style has obviously impressed somebody at #Google. #imitation #flattery #Android 4.0\"'
neutral,'\"microsoft\"\"Wed Oct 19 23:32:56 +0000 2011\"\"RT @NeowinFeed: Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:19:48 +0000 2011\"\"#twitter off.. La cama me llama!!!\"'
neutral,'\"microsoft\"\"Wed Oct 19 22:00:29 +0000 2011\"\"#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/bVKP5Caq\"'
irrelevant,'\"microsoft\"\"Wed Oct 19 13:46:22 +0000 2011\"\"RT @microsoftfrance: Cette année encore #Microsoft remporte le prix du meilleur Service Client 2012 http://t.co/vWHpxkVP\"'
neutral,'\"microsoft\"\"Wed Oct 19 19:37:41 +0000 2011\"\"#Microsoft to Slash its #Water Impact in Quincy Washington - http://t.co/0R5LMHZj\"'
negative,'\"apple\"\"Mon Oct 17 10:11:21 +0000 2011\"\"I wish the Apple updater would stop trying to ram iTunes down my throat. I don\'t own a pissing iPhone @apple\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:05:00 +0000 2011\"\"#twitter off buenas noches:$\"'
neutral,'\"apple\"\"Tue Oct 18 03:44:42 +0000 2011\"\"POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball\"'
neutral,'\"microsoft\"\"Wed Oct 19 02:17:44 +0000 2011\"\"#Microsoft CEO Steve Ballmer on Not Buying #Yahoo: “Sometimes You’re Lucky�? http://t.co/RI8HUaLD #uncategorized\"'
neutral,'\"apple\"\"Mon Oct 17 19:51:26 +0000 2011\"\"Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri\"'
neutral,'\"microsoft\"\"Wed Oct 19 12:55:07 +0000 2011\"\"#OmniTouch Projector (which is supported by #Microsoft ) Turns Anything Into a Touchscreen http://t.co/9yt5Y9Ab aracılığıyla @geekosystem\"'
neutral,'\"google\"\"Wed Oct 19 02:37:15 +0000 2011\"\"But does request desktop site work with hulu?!?!? #ICS #Google\"'
neutral,'\"microsoft\"\"Wed Oct 19 02:24:43 +0000 2011\"\"#microsoft makes every surface a touch screen http://t.co/n2GC2gK4 #touch #gesture\"'
irrelevant,'\"google\"\"Wed Oct 19 03:42:30 +0000 2011\"\"#Google presenta #Android Beam una nueva forma de compartir por NFC http://t.co/lofb8HCJ\"'
irrelevant,'\"microsoft\"\"Wed Oct 19 18:28:37 +0000 2011\"\"\"\"@TwitGrap: #BREKEND: #Microsoft en #Linux nu beiden in de aanbieding! http://t.co/7sRtk4gy\"\"\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:01:38 +0000 2011\"\"@adictoTR solo pajas escribis en el #Twitter va jejee\"'
neutral,'\"microsoft\"\"Wed Oct 19 16:04:02 +0000 2011\"\"Steve Ballmer slams Android #microsoft #steveballmer http://t.co/wfSSexks\"'
irrelevant,'\"apple\"\"Sat Oct 15 22:26:56 +0000 2011\"\"Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler\"'
neutral,'\"apple\"\"Sat Oct 15 18:14:21 +0000 2011\"\"20 min line @apple store @short pump.\"'
neutral,'\"google\"\"Wed Oct 19 03:18:12 +0000 2011\"\"#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/5PAI7r8y\"'
neutral,'\"microsoft\"\"Wed Oct 19 20:12:56 +0000 2011\"\"RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE\"'
neutral,'\"google\"\"Wed Oct 19 04:52:42 +0000 2011\"\"Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo\"'
irrelevant,'\"google\"\"Wed Oct 19 05:28:10 +0000 2011\"\"Už vím jaký bude můj příští mobil! http://t.co/UzI5aEXa #Google #Android #GalaxyNexus\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:10:27 +0000 2011\"\"@elias_elegantes voltoo a gosta do #TWITTER ?\"'
neutral,'\"twitter\"\"Thu Oct 20 04:02:14 +0000 2011\"\"RT @extremejohn Stuck on Facebook? I’m so sorry.  http://t.co/aGHbaQmn #Twitter #Google  #Facebook\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:21:51 +0000 2011\"\"Será que antes de tener #Twitter le decía a la gente cuanta cosa se me ocurriera?\"'
neutral,'\"microsoft\"\"Wed Oct 19 16:30:15 +0000 2011\"\"Did you know there is a #Microsoft Learning facebook page where you can find deals and course info #MCTSummitNA\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:45:03 +0000 2011\"\"#IOS 5: Cómo integrar #Tweetbot en lugar de #Twitter http://t.co/tjzscoAl\"'
negative,'\"twitter\"\"Thu Oct 20 03:53:31 +0000 2011\"\"My DM\'s Come in So Fucking Late Damn #Twitter\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:28:47 +0000 2011\"\"Segun lo que me explicarón fue victima de un hackeo #Twitter\"'
irrelevant,'\"microsoft\"\"Wed Oct 19 17:45:45 +0000 2011\"\"RT @ihaberplus: Dijitalde 4 ödül Türkiye\'nin!                                   #microsoft #bug #yahoo '
irrelevant,'\"microsoft\"\"Wed Oct 19 06:44:25 +0000 2011\"\"Mit Ihrem Feedback #TechNet verbessern: http://t.co/vGCoTK8z #microsoft\"'
neutral,'\"twitter\"\"Thu Oct 20 03:57:25 +0000 2011\"\"It\'s #real when you tell ur man how ur gfs roasted your ex on #twitter and he\'s like good job babe lol\"'
neutral,'\"twitter\"\"Thu Oct 20 03:44:46 +0000 2011\"\"Shout out to my man @swaggination for reaching 1000 tweets #twitterswag #twitterdeity #twittermilestone #twitter #twitter #tweets\"'
negative,'\"apple\"\"Sun Oct 16 21:54:21 +0000 2011\"\"@Apple #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:25:10 +0000 2011\"\"a dormir #twitter off\"'
irrelevant,'\"apple\"\"Sun Oct 16 15:13:29 +0000 2011\"\"@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen nærmet seg #iTouch Kids.\"'
negative,'\"microsoft\"\"Wed Oct 19 12:53:09 +0000 2011\"\"#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs\"'
neutral,'\"google\"\"Wed Oct 19 02:35:34 +0000 2011\"\"The lock screen now has facial recognition capability! #Google #Android #ICS\"'
neutral,'\"apple\"\"Mon Oct 17 18:52:32 +0000 2011\"\"@_alastair w/ respect the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:24:14 +0000 2011\"\"#Twitter Hoje ta #BONBANO só #ELITE poooha\"'
positive,'\"google\"\"Wed Oct 19 02:57:07 +0000 2011\"\"Android Beam - sharing contacts articles files and games pretty cool #Google #ICS\"'
positive,'\"google\"\"Wed Oct 19 03:45:30 +0000 2011\"\"#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2\"'
neutral,'\"microsoft\"\"Wed Oct 19 19:19:56 +0000 2011\"\"Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie\"'
neutral,'\"microsoft\"\"Wed Oct 19 16:38:32 +0000 2011\"\"Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5KfqKfgo #microsoft\"'
neutral,'\"google\"\"Wed Oct 19 02:38:56 +0000 2011\"\"RT @adamdince: #Google might reverse its new data encryption policy if big brands threaten to cut their PPC spend. @Google biting the ha ...\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:07:27 +0000 2011\"\"God morgon #Sverige och #Twitter !\"'
neutral,'\"apple\"\"Tue Oct 18 03:44:31 +0000 2011\"\"More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...\"'
neutral,'\"microsoft\"\"Wed Oct 19 17:35:02 +0000 2011\"\"New #HPVirtualSystem 4 #Microsoft enhances development deployment & mgmnt of IT http://t.co/Q3cbxvKb\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:52:41 +0000 2011\"\"@isa13mp27 jajajaja isaaa  ..!!lo mas en #twitter !!\"'
neutral,'\"microsoft\"\"Wed Oct 19 21:57:33 +0000 2011\"\"#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce concept works for VMS  #Beeline\"'
irrelevant,'\"google\"\"Wed Oct 19 04:35:52 +0000 2011\"\"El nuevo Samsung Galaxy NEXUS tiene Desbloqueo del teléfono por reconocimiento facial!!!! | Impresionante #IceCreamSandwich #google\"'
neutral,'\"apple\"\"Mon Oct 17 13:06:55 +0000 2011\"\"Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai\"'
neutral,'\"google\"\"Wed Oct 19 02:33:33 +0000 2011\"\"#Google Google’s Infinite Bookcase: An Abstract Browser For Limitless Libraries http://t.co/MyLzFMRq\"'
positive,'\"microsoft\"\"Wed Oct 19 19:30:37 +0000 2011\"\"Hey parents!Did you know about the free tools from #Microsoft that help keep your kids safe online?Live Family Safety http://t.co/5pk1et6r\"'
neutral,'\"apple\"\"Tue Oct 18 00:35:33 +0000 2011\"\"POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...\"'
neutral,'\"twitter\"\"Thu Oct 20 03:44:44 +0000 2011\"\"Goin to bed #GOODNIGHT #TWITTER\"'
irrelevant,'\"apple\"\"Mon Oct 17 16:04:17 +0000 2011\"\"&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/OP26muCr (via @apple)\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:16:16 +0000 2011\"\"Bueno... #twitter OFF ! .... Mañanaa a casa ensamble con @NatiiGutiierrez & @pinkangel_26. :D !! Bona Noche ♥ :)\"'
neutral,'\"apple\"\"Mon Oct 17 14:24:42 +0000 2011\"\"dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!\"'
neutral,'\"twitter\"\"Thu Oct 20 03:35:41 +0000 2011\"\"CAN SOMEONE EXPLAIN TAGGED TO ME LIKE DONT GET MAD AT ME CAUSE #TWITTER AN FB MY SHIT!!\"'
neutral,'\"apple\"\"Tue Oct 18 18:29:05 +0000 2011\"\"@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:02:55 +0000 2011\"\"Tengo olvidado mi #twitter :S\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:12:32 +0000 2011\"\"vo sair daki do #twitter já :) só vo ver uns videos aki  e já to indo \"'
positive,'\"twitter\"\"Thu Oct 20 04:51:23 +0000 2011\"\"Got this new #twitter app and a fresh ass theme with it! FWM\"'
neutral,'\"apple\"\"Sun Oct 16 00:52:09 +0000 2011\"\"Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video.  But love everything @hudl\"'
neutral,'\"microsoft\"\"Wed Oct 19 13:48:11 +0000 2011\"\"RT @Newsweek: The 30 Greenest Tech Companies in the World http://t.co/0xzsUR0K #GreenRankings #IBM #Intel #Cisco #Microsoft #Apple #Goog ...\"'
negative,'\"microsoft\"\"Wed Oct 19 04:21:51 +0000 2011\"\"After I don\'t know how many years you still can\'t copy a #microsoft #word document headings to #powerpoint. #justsaying\"'
neutral,'\"apple\"\"Sun Oct 16 11:05:14 +0000 2011\"\"New #iOS5 notification center is a big improvement but @apple missed an easy trick by not making it fully available on lock screen.\"'
neutral,'\"apple\"\"Sun Oct 16 17:34:03 +0000 2011\"\"@Apple hits @Samsung in court again - http://t.co/l6brF3yB\"'
positive,'\"google\"\"Wed Oct 19 03:15:55 +0000 2011\"\"RT @YashasJoshi: #android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wo ...\"'
neutral,'\"twitter\"\"Thu Oct 20 03:51:07 +0000 2011\"\"#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/gHCez2Yk\"'
irrelevant,'\"google\"\"Wed Oct 19 05:06:43 +0000 2011\"\"RT @twandroid: Pogo Pin sur le côté pour le connecter sur un dock #google #nexusprime\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:27:43 +0000 2011\"\"#twitter off me llama mi camita jajaja..\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:19:45 +0000 2011\"\"@EdiSant1 tah di mais em mlk fez um #twitter haha\"'
irrelevant,'\"google\"\"Wed Oct 19 05:14:27 +0000 2011\"\"Видеообзор Galaxy Nexus. http://t.co/VnnKrFs2  #Событи�? #Android #GalaxyNexus #Google #Samsung\"'
neutral,'\"apple\"\"Tue Oct 18 02:41:55 +0000 2011\"\"You know you\'ve gone @Apple overboard when you misread a @Yelp review as \"\"iPad Thai.\"\" #fb\"'
negative,'\"microsoft\"\"Wed Oct 19 04:42:44 +0000 2011\"\"@MatthewGPhy One Operating System to rule them all and in the darkness bind them.  #Microsoft\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:28:37 +0000 2011\"\"#Twitter #Pause Cenare :9\"'
neutral,'\"microsoft\"\"Wed Oct 19 06:42:48 +0000 2011\"\"RT @ShawnWildermuth: OMFG: http://t.co/Rit4WJq3 #gates #ballmer #nightAtTheRoxbury #microsoft\"'
neutral,'\"microsoft\"\"Wed Oct 19 16:48:41 +0000 2011\"\"#Microsoft applies for celebrity search #patent. #bing-o http://t.co/vaDvkMSk #HermanCain.co directs you to...#RonPaul http://t.co/8Qgp5J48\"'
positive,'\"google\"\"Wed Oct 19 03:02:54 +0000 2011\"\"#google + #motorola + #verizon = perfect combination! &lt;3\"'
neutral,'\"apple\"\"Sun Oct 16 18:40:22 +0000 2011\"\"Lmao RT @RobynheaRtz: He asked Siri where\'s the hoes at & she told him where the nearest escorts were I love @apple\"'
positive,'\"google\"\"Wed Oct 19 04:12:27 +0000 2011\"\"@immad_immad #google always thinking ahead\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:00:58 +0000 2011\"\"#iMessage يتجاوز تويتر ويجد ر�?يقا للمشي قبل '
neutral,'\"twitter\"\"Thu Oct 20 03:39:16 +0000 2011\"\"I had my #Twitter account for like 3 years now.....and I only made 4783 tweets? o_O\"'
neutral,'\"twitter\"\"Thu Oct 20 04:06:57 +0000 2011\"\"@glaad I already purple mine!!1 Both accounts on #Facebook and #Twitter\"'
neutral,'\"twitter\"\"Thu Oct 20 03:24:54 +0000 2011\"\"Back in the #twitter game\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:24:44 +0000 2011\"\"voou saiir do #twitter  e vou fica peelo eemi .. o paai qe se fooda k- beijo gente .\"'
negative,'\"apple\"\"Sat Oct 15 20:07:46 +0000 2011\"\"@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME PULL PHONE FROM EAR TO BE ON A \"\"MOBILE ME\"\" SCREEN\"'
neutral,'\"twitter\"\"Thu Oct 20 04:17:03 +0000 2011\"\"RT @MyHoopDreams: Im Chillin Man  Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin  Via #Twitter\"'
neutral,'\"apple\"\"Sat Oct 15 18:24:11 +0000 2011\"\"What do we have to do to get Flash on #iPad? @Apple please please please change your mind. Thank you in advance! @kusi_sk  @PeterNemcok\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:31:46 +0000 2011\"\"Shit! Que la gente no sabe que existe #Twitter cambian de estado en #BBM y en #FB mas que el pañal de un recien nacido.!\"'
neutral,'\"google\"\"Wed Oct 19 04:13:25 +0000 2011\"\"RT @NeowinFeed Google shows off new Ice Cream Sandwich features #google #android http://t.co/TAJFjSD9 #neowin\"'
irrelevant,'\"microsoft\"\"Wed Oct 19 15:42:21 +0000 2011\"\"Tja steve als het te #moeilijk voor je wordt kun je maar beter stoppen #microsoft #fail #enjekomttelaatmetjetoestel http://t.co/0IBnA2aV\"'
neutral,'\"twitter\"\"Thu Oct 20 03:22:00 +0000 2011\"\"#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:06:16 +0000 2011\"\"ela pensa que eu não faria por ela tuudo isso que ela citou no #twitter dela ¬.¬\"'
irrelevant,'\"google\"\"Wed Oct 19 03:28:14 +0000 2011\"\"6 positive Learnings aus dem Panda-Update ... http://t.co/JEgkwrDR #panda #seo #google\"'
neutral,'\"twitter\"\"Thu Oct 20 04:05:12 +0000 2011\"\"Let\'s go see what is trending on #Twitter tonight?\"'
neutral,'\"twitter\"\"Thu Oct 20 04:18:24 +0000 2011\"\"Hello !!! Centuries past till to write on #twitter !!!'
positive,'\"microsoft\"\"Wed Oct 19 23:35:18 +0000 2011\"\"Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.\"'
irrelevant,'\"google\"\"Wed Oct 19 04:41:34 +0000 2011\"\"RT @funkfish_2: so. ja. Ich will das galaxy nexus. sofort! #google #samsung\"'
neutral,'\"twitter\"\"Thu Oct 20 04:38:45 +0000 2011\"\"RT @alibabaoglan: Presentation: 7 Best Ideas to Use #Twitter More Efficiently - http://t.co/AYMeFITC #howto\"'
positive,'\"microsoft\"\"Wed Oct 19 19:54:49 +0000 2011\"\"Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:15:31 +0000 2011\"\"hahaha los zombies qe usan #twitter cmo chat sn zombienpndejs...hahahahhaha\"'
neutral,'\"apple\"\"Sun Oct 16 23:54:03 +0000 2011\"\"What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0\"'
neutral,'\"google\"\"Wed Oct 19 02:39:14 +0000 2011\"\"RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/BfFAEApW by @MeghanKel\"'
neutral,'\"google\"\"Wed Oct 19 04:40:08 +0000 2011\"\"#Android #Google HTC on ICS: \'reviewing its features and functionality to determine our upgrade plans\' http://t.co/GrhboOar #DhilipSiva\"'
negative,'\"apple\"\"Sat Oct 15 22:15:16 +0000 2011\"\"…and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?\"'
irrelevant,'\"google\"\"Wed Oct 19 05:23:59 +0000 2011\"\"AsiaClassifiedToday: Asia Family Offices to Triple Lead Growth Citigroup Says - BusinessWeek: As... http://t.co/71QApFD8 #asia #google\"'
negative,'\"microsoft\"\"Wed Oct 19 14:51:38 +0000 2011\"\"Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport\"'
neutral,'\"twitter\"\"Thu Oct 20 04:06:49 +0000 2011\"\"its ok to put up bible verses & encouraging post about God on #Twitter but make sure you stand by your words cause your an example.\"'
neutral,'\"twitter\"\"Thu Oct 20 04:12:50 +0000 2011\"\"THANX ! @DesertBeacon @oldivory @bennettgina @yywhy #TWITTER Love and early #FF in case i cant see ! KEEP IT GOING ! #P2\"'
irrelevant,'\"google\"\"Wed Oct 19 03:15:42 +0000 2011\"\"#google เริ่มเปิดต้วระบบปฎิบัติ�?าร Android 4.0 Ice Cream Sandwich �?ล้ว\"'
neutral,'\"google\"\"Wed Oct 19 04:54:28 +0000 2011\"\"RT @iPadPowerUsers On Google+ then go here http://t.co/nCqrwPYb #GPlus #Googleplus #Google #teamfollowback…\"'
neutral,'\"apple\"\"Mon Oct 17 14:08:53 +0000 2011\"\"@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson\"'
neutral,'\"twitter\"\"Thu Oct 20 04:10:01 +0000 2011\"\"#fuckyoumean #Pittsburgh don\'t got the best #twitter.\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:12:34 +0000 2011\"\"Ya me dieron ganas de iniciar una campaña mediática en #twitter... para mandar al Espinoza al INEA #SóloenMéxico\"'
neutral,'\"google\"\"Wed Oct 19 02:36:48 +0000 2011\"\"RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/DNwy6mqx by @MeghanKel\"'
positive,'\"google\"\"Wed Oct 19 03:10:00 +0000 2011\"\"Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact...\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:36:06 +0000 2011\"\"o/ RT\"\"@Cjas0007 Quien anda activo por el #Twitter ahorita???\"\"\"'
neutral,'\"google\"\"Wed Oct 19 02:40:27 +0000 2011\"\"Can search the last 30 days of Gmail whether connected or not. #Google #Android #ICS\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:52:21 +0000 2011\"\"@IrinaAlfonzo por eso siempre he dicho! El #FB es para q todos vean lo q haces y chismeen y el #Twitter es mas #informativo\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:28:27 +0000 2011\"\"Bonjour #twitter\"'
positive,'\"google\"\"Wed Oct 19 02:50:08 +0000 2011\"\"Nexus Prime looks NICE. #google #android\"'
neutral,'\"google\"\"Wed Oct 19 04:59:21 +0000 2011\"\"wait.... since when does putting honeycomb and gingerbread together make ice cream sandwich? #google ...\"'
neutral,'\"microsoft\"\"Wed Oct 19 14:00:02 +0000 2011\"\"Skype and Microsoft Team Up - A match made in heaven? - http://t.co/lsFTp8RL #microsoft #skype # videoconferencing #socialmedia\"'
neutral,'\"twitter\"\"Thu Oct 20 04:02:41 +0000 2011\"\"@twitter  + @tumblr  = Drugs are severe. #twitter #tumblr\"'
irrelevant,'\"microsoft\"\"Wed Oct 19 11:29:30 +0000 2011\"\"Meest comfortabele Touch area voor tablets volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/ChwcvZLE\"'
negative,'\"twitter\"\"Thu Oct 20 04:51:51 +0000 2011\"\"#Twitter are you freaking kidding me #wth... http://t.co/zKn2bu5R\"'
neutral,'\"apple\"\"Sat Oct 15 18:56:17 +0000 2011\"\"@samsung and @apple never rest as they battle in court yet again over tablets.(not the pills)\"'
neutral,'\"microsoft\"\"Wed Oct 19 16:38:32 +0000 2011\"\"Microsoft applies for celebrity search patent #microsoft #bing http://t.co/WABa8K9B\"'
neutral,'\"google\"\"Wed Oct 19 04:42:56 +0000 2011\"\"Nexus S will get Ice-Cream Sandwich too - #Google - http://t.co/Igq9kdIL #android #samsung #ics\"'
irrelevant,'\"google\"\"Wed Oct 19 02:47:20 +0000 2011\"\"RT @twandroid: Panoramas sur ICS ! #google #nexusprime\"'
neutral,'\"twitter\"\"Thu Oct 20 04:24:47 +0000 2011\"\"Instead of updating your #Twitter why don\'t you update your life!\"'
neutral,'\"google\"\"Wed Oct 19 04:39:27 +0000 2011\"\"@rohit_bmw Rohit thanks for being part of my #google+ network!\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:57:49 +0000 2011\"\"RT @Anyelius12: RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le paso a Osmel?xD.\"'
irrelevant,'\"google\"\"Wed Oct 19 02:41:19 +0000 2011\"\"RT @twandroid: Intégration de la reconnaissance vocale #google #nexusprime\"'
irrelevant,'\"twitter\"\"Thu Oct 20 04:22:27 +0000 2011\"\"- Pasen Buenas Noches #Twitter\'OFF ♥\"'
irrelevant,'\"google\"\"Wed Oct 19 04:38:34 +0000 2011\"\"AsiaClassifiedToday Apple blames iPhone rumours for share dive - TVNZ: Globe and MailApple bl... http://t.co/hlxJVMUr #asia #google #biz\"'
neutral,'\"apple\"\"Mon Oct 17 15:37:49 +0000 2011\"\"This!!!!!! RT @DennieB_15 👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people�?��?��?�@Apple\"'
neutral,'\"microsoft\"\"Wed Oct 19 18:13:04 +0000 2011\"\"Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_ballmer\"'
neutral,'\"apple\"\"Sat Oct 15 23:21:11 +0000 2011\"\"@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight very promising. Integrated with key apps http://t.co/DZsGPhqt\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:31:06 +0000 2011\"\"ツイッター検索 #minsyu - モ�?イル版 http://t.co/EsyvJ7Q7 #twitter #検索�?果\"'
neutral,'\"microsoft\"\"Wed Oct 19 20:06:51 +0000 2011\"\"BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin\"'
neutral,'\"apple\"\"Tue Oct 18 21:53:56 +0000 2011\"\"RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more its a disappointmen ...\"'
neutral,'\"microsoft\"\"Wed Oct 19 18:41:11 +0000 2011\"\"#HPVirtualSystem 4 #Microsoft is the latest solution from HP & Microsoft’s $250 million I2A initiative http://t.co/4VCIUZGL\"'
neutral,'\"microsoft\"\"Wed Oct 19 21:11:34 +0000 2011\"\"DPR Client: @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday Nov. 1 at 10 a.m. ET. Sign up! http://t.co/hnrzdFk5\"'
positive,'\"apple\"\"Mon Oct 17 23:37:29 +0000 2011\"\"hey @apple I hate my computer i need a #mack wanna send me a free one.\"'
negative,'\"microsoft\"\"Wed Oct 19 21:09:27 +0000 2011\"\"RT @schestowitz: When #Microsoft broke the law it played \"\"victim\"\". Now it engages in racketeering calls victims \"\"outlaws\"\" (\"\"respect our ...\"'
irrelevant,'\"apple\"\"Sat Oct 15 14:01:27 +0000 2011\"\"Sabias que.... RT @MkDirecto Los usuarios del #iPad desayunan y cenan con la #tableta de @Apple: http://t.co/eYXCQQmK\"'
irrelevant,'\"twitter\"\"Thu Oct 20 03:36:31 +0000 2011\"\"RT @joe_joseff: De acuerdo a la encuesta hecha por mi la mayoría de mis amigos de #Facebook no saben utilizar #twitter xD #QueMensos\"'
